,0,1,2,3
83,7.0,0.0,0.0,0.0
84,1.0,1.0,0.0,0.0
85,0.0,5.0,1.0,1.0
86,0.0,2.0,1.0,1.0
87,1.0,0.0,2.0,0.0
88,5.0,2.0,1.0,0.0
89,2.0,0.0,1.0,1.0
90,4.0,5.0,3.0,0.0
91,4.0,0.0,0.0,1.0
92,3.0,0.0,1.0,0.0
93,3.0,0.0,0.0,1.0
94,0.0,4.0,4.0,5.0
95,2.0,2.0,3.0,0.0
96,0.0,0.0,0.0,0.0
97,5.0,0.0,0.0,0.0
98,0.0,0.0,3.0,1.0
99,0.0,4.0,9.0,4.0
100,3.0,8.0,2.0,3.0
101,4.0,0.0,2.0,4.0
102,0.0,0.0,1.0,1.0
103,0.0,0.0,1.0,4.0
104,7.0,0.0,2.0,1.0
105,5.0,1.0,1.0,7.0
106,7.0,8.0,0.0,4.0
107,3.0,3.0,0.0,0.0
108,0.0,4.0,0.0,3.0
109,2.0,1.0,1.0,1.0
110,5.0,1.0,0.0,0.0
111,0.0,0.0,1.0,3.0
112,0.0,2.0,4.0,1.0
113,5.0,1.0,0.0,2.0
114,3.0,4.0,1.0,4.0
115,1.0,7.0,1.0,1.0
116,3.0,1.0,5.0,0.0
117,3.0,7.0,2.0,0.0
118,3.0,2.0,3.0,2.0
119,2.0,2.0,2.0,1.0
120,0.0,2.0,1.0,4.0
121,2.0,0.0,1.0,2.0
122,1.0,0.0,0.0,5.0
123,4.0,0.0,1.0,5.0
124,0.0,2.0,0.0,1.0
125,0.0,5.0,3.0,2.0
126,0.0,0.0,1.0,0.0
127,0.0,0.0,2.0,0.0
128,0.0,1.0,0.0,0.0
129,1.0,3.0,0.0,5.0
130,1.0,0.0,1.0,0.0
131,4.0,6.0,1.0,3.0
132,2.0,0.0,0.0,1.0
133,0.0,0.0,0.0,2.0
134,1.0,0.0,2.0,2.0
135,3.0,0.0,1.0,0.0
136,0.0,3.0,3.0,6.0
137,0.0,0.0,0.0,0.0
138,4.0,0.0,0.0,1.0
139,2.0,1.0,1.0,1.0
140,1.0,3.0,3.0,0.0
141,4.0,1.0,6.0,0.0
142,4.0,2.0,1.0,0.0
143,0.0,3.0,4.0,2.0
144,0.0,2.0,2.0,3.0
145,3.0,3.0,0.0,0.0
146,1.0,8.0,6.0,0.0
147,3.0,6.0,0.0,0.0
148,2.0,3.0,0.0,8.0
149,3.0,4.0,5.0,0.0
150,1.0,3.0,1.0,6.0
151,1.0,3.0,0.0,0.0
152,1.0,0.0,0.0,0.0
153,0.0,1.0,1.0,3.0
154,1.0,4.0,1.0,3.0
155,8.0,3.0,2.0,0.0
156,0.0,0.0,1.0,0.0
157,0.0,1.0,3.0,1.0
158,0.0,1.0,0.0,3.0
159,0.0,4.0,0.0,2.0
160,4.0,0.0,0.0,2.0
161,0.0,5.0,3.0,5.0
162,0.0,2.0,8.0,2.0
163,1.0,8.0,0.0,2.0
164,0.0,0.0,7.0,0.0
165,5.0,4.0,0.0,4.0
166,8.0,2.0,0.0,4.0
167,2.0,2.0,1.0,0.0
168,2.0,7.0,1.0,3.0
169,1.0,0.0,6.0,1.0
170,0.0,7.0,0.0,0.0
171,3.0,8.0,0.0,2.0
172,0.0,0.0,2.0,5.0
173,0.0,1.0,0.0,6.0
174,2.0,1.0,4.0,1.0
175,0.0,0.0,1.0,3.0
176,3.0,3.0,3.0,0.0
177,2.0,0.0,0.0,1.0
178,1.0,8.0,8.0,0.0
179,0.0,2.0,0.0,0.0
180,3.0,8.0,0.0,5.0
181,2.0,0.0,2.0,7.0
182,1.0,5.0,0.0,5.0
183,5.0,0.0,0.0,5.0
184,0.0,6.0,4.0,0.0
185,1.0,3.0,0.0,0.0
186,0.0,0.0,0.0,0.0
187,1.0,4.0,4.0,2.0
188,3.0,0.0,0.0,0.0
189,1.0,4.0,0.0,0.0
190,0.0,1.0,1.0,5.0
191,1.0,5.0,8.0,0.0
192,0.0,0.0,0.0,4.0
193,0.0,4.0,0.0,5.0
194,0.0,1.0,0.0,0.0
195,0.0,1.0,6.0,0.0
196,0.0,0.0,0.0,0.0
197,2.0,3.0,1.0,0.0
198,2.0,5.0,6.0,2.0
199,3.0,7.0,3.0,1.0
200,1.0,0.0,5.0,6.0
201,5.0,5.0,0.0,0.0
202,3.0,0.0,0.0,0.0
203,0.0,0.0,1.0,0.0
204,5.0,0.0,6.0,0.0
205,3.0,0.0,9.0,0.0
206,0.0,1.0,0.0,5.0
207,5.0,2.0,7.0,3.0
208,2.0,4.0,3.0,1.0
209,1.0,0.0,4.0,0.0
210,1.0,0.0,7.0,4.0
211,0.0,0.0,4.0,2.0
212,0.0,0.0,0.0,1.0
213,0.0,0.0,4.0,0.0
214,1.0,0.0,0.0,1.0
215,8.0,0.0,1.0,0.0
216,1.0,3.0,6.0,3.0
217,2.0,0.0,4.0,0.0
218,0.0,6.0,0.0,8.0
219,5.0,0.0,0.0,0.0
220,0.0,5.0,1.0,0.0
221,2.0,0.0,0.0,1.0
222,0.0,1.0,1.0,2.0
223,0.0,2.0,0.0,8.0
224,2.0,0.0,2.0,4.0
225,4.0,0.0,1.0,0.0
226,0.0,1.0,0.0,0.0
227,3.0,4.0,3.0,0.0
228,5.0,0.0,4.0,1.0
229,0.0,0.0,4.0,0.0
230,0.0,0.0,5.0,0.0
231,0.0,0.0,3.0,1.0
232,0.0,2.0,0.0,1.0
233,0.0,5.0,3.0,3.0
234,0.0,8.0,7.0,1.0
235,0.0,2.0,3.0,6.0
236,0.0,0.0,0.0,7.0
237,0.0,0.0,2.0,0.0
238,2.0,0.0,1.0,0.0
239,1.0,1.0,1.0,2.0
240,2.0,1.0,0.0,0.0
241,4.0,1.0,0.0,1.0
242,0.0,1.0,2.0,4.0
243,3.0,0.0,4.0,0.0
244,0.0,2.0,1.0,6.0
245,2.0,0.0,3.0,0.0
246,2.0,1.0,3.0,0.0
247,0.0,0.0,0.0,5.0
248,3.0,0.0,1.0,1.0
249,3.0,2.0,0.0,0.0
250,2.0,0.0,1.0,5.0
251,0.0,0.0,0.0,1.0
252,0.0,3.0,4.0,0.0
253,0.0,2.0,0.0,1.0
254,1.0,1.0,1.0,0.0
255,0.0,0.0,2.0,1.0
256,3.0,0.0,0.0,2.0
257,1.0,0.0,0.0,0.0
258,3.0,3.0,0.0,0.0
259,0.0,2.0,1.0,8.0
260,2.0,1.0,1.0,0.0
261,1.0,2.0,2.0,0.0
262,2.0,3.0,0.0,0.0
263,0.0,1.0,2.0,0.0
264,1.0,0.0,5.0,3.0
265,0.0,0.0,6.0,5.0
266,0.0,0.0,3.0,0.0
267,2.0,0.0,0.0,1.0
268,0.0,5.0,1.0,8.0
269,2.0,4.0,2.0,0.0
270,0.0,5.0,7.0,0.0
271,4.0,0.0,0.0,0.0
272,3.0,1.0,0.0,4.0
273,1.0,3.0,1.0,2.0
274,4.0,2.0,0.0,0.0
275,4.0,5.0,0.0,0.0
276,3.0,1.0,0.0,2.0
277,7.0,2.0,4.0,6.0
278,4.0,4.0,0.0,0.0
279,1.0,5.0,0.0,0.0
280,0.0,0.0,0.0,0.0
281,0.0,3.0,3.0,1.0
282,3.0,7.0,1.0,2.0
283,0.0,4.0,0.0,2.0
284,3.0,0.0,2.0,2.0
285,2.0,0.0,4.0,3.0
286,0.0,4.0,4.0,4.0
287,0.0,1.0,6.0,0.0
288,2.0,0.0,3.0,7.0
289,0.0,0.0,2.0,4.0
290,0.0,2.0,1.0,1.0
291,1.0,0.0,4.0,0.0
292,3.0,0.0,4.0,1.0
293,0.0,1.0,2.0,2.0
294,2.0,1.0,2.0,5.0
295,2.0,2.0,0.0,0.0
296,5.0,6.0,5.0,0.0
297,3.0,0.0,2.0,2.0
298,0.0,1.0,1.0,2.0
299,1.0,3.0,2.0,0.0
300,1.0,1.0,1.0,0.0
301,5.0,1.0,0.0,2.0
302,0.0,2.0,4.0,0.0
303,0.0,0.0,5.0,0.0
304,2.0,4.0,0.0,0.0
305,1.0,0.0,2.0,0.0
306,7.0,1.0,7.0,0.0
307,5.0,1.0,2.0,5.0
308,2.0,2.0,4.0,1.0
309,1.0,4.0,2.0,0.0
310,3.0,3.0,3.0,0.0
311,0.0,3.0,0.0,0.0
312,0.0,0.0,2.0,3.0
313,1.0,5.0,0.0,0.0
314,4.0,0.0,0.0,2.0
315,0.0,4.0,2.0,0.0
316,0.0,3.0,4.0,0.0
317,7.0,4.0,3.0,0.0
318,1.0,0.0,3.0,0.0
319,3.0,0.0,0.0,1.0
320,0.0,2.0,2.0,0.0
321,0.0,1.0,0.0,3.0
322,0.0,2.0,1.0,0.0
323,0.0,4.0,0.0,0.0
324,2.0,7.0,0.0,0.0
325,1.0,3.0,1.0,0.0
326,5.0,8.0,8.0,1.0
327,2.0,3.0,1.0,0.0
328,3.0,0.0,2.0,4.0
329,2.0,1.0,0.0,0.0
330,2.0,4.0,2.0,6.0
331,4.0,3.0,1.0,0.0
332,0.0,2.0,0.0,1.0
333,7.0,0.0,1.0,5.0
334,3.0,0.0,0.0,5.0
335,3.0,0.0,4.0,6.0
336,2.0,7.0,2.0,0.0
337,3.0,0.0,2.0,0.0
338,0.0,0.0,3.0,0.0
339,0.0,4.0,0.0,2.0
340,1.0,2.0,5.0,0.0
341,8.0,2.0,0.0,1.0
342,0.0,3.0,1.0,0.0
343,3.0,1.0,2.0,2.0
344,0.0,0.0,1.0,3.0
345,5.0,4.0,0.0,0.0
346,1.0,2.0,4.0,0.0
347,0.0,0.0,1.0,6.0
348,0.0,5.0,1.0,7.0
349,8.0,0.0,4.0,3.0
350,1.0,2.0,0.0,0.0
351,4.0,5.0,0.0,5.0
352,4.0,1.0,1.0,0.0
353,4.0,6.0,4.0,0.0
354,3.0,1.0,2.0,6.0
355,6.0,1.0,1.0,0.0
356,5.0,5.0,0.0,1.0
357,3.0,0.0,0.0,1.0
358,0.0,0.0,2.0,0.0
359,0.0,0.0,2.0,2.0
360,4.0,5.0,0.0,1.0
361,0.0,1.0,0.0,0.0
362,3.0,5.0,0.0,0.0
363,0.0,1.0,0.0,4.0
364,0.0,2.0,1.0,1.0
365,0.0,0.0,1.0,0.0
366,3.0,0.0,2.0,0.0
367,6.0,1.0,0.0,0.0
368,2.0,5.0,3.0,2.0
369,0.0,1.0,0.0,0.0
370,6.0,1.0,5.0,1.0
371,0.0,0.0,1.0,0.0
372,0.0,3.0,1.0,0.0
373,0.0,3.0,3.0,4.0
374,8.0,1.0,0.0,0.0
375,3.0,1.0,0.0,0.0
376,2.0,5.0,1.0,0.0
377,3.0,0.0,0.0,4.0
378,5.0,0.0,0.0,5.0
379,4.0,0.0,3.0,0.0
380,1.0,0.0,3.0,0.0
381,0.0,0.0,0.0,2.0
382,1.0,2.0,0.0,0.0
383,2.0,4.0,0.0,0.0
384,1.0,4.0,3.0,7.0
385,0.0,5.0,1.0,0.0
386,4.0,0.0,0.0,3.0
387,0.0,0.0,2.0,0.0
388,0.0,1.0,0.0,0.0
389,0.0,3.0,2.0,4.0
390,1.0,5.0,0.0,0.0
391,0.0,1.0,3.0,0.0
392,7.0,1.0,0.0,0.0
393,8.0,1.0,3.0,4.0
394,6.0,8.0,5.0,0.0
395,5.0,0.0,0.0,3.0
396,1.0,7.0,3.0,0.0
397,0.0,0.0,0.0,3.0
398,0.0,4.0,5.0,3.0
399,0.0,0.0,2.0,0.0
400,1.0,0.0,1.0,1.0
401,1.0,0.0,0.0,1.0
402,5.0,3.0,0.0,7.0
403,0.0,0.0,1.0,0.0
404,2.0,0.0,0.0,7.0
405,2.0,1.0,2.0,5.0
406,2.0,0.0,8.0,5.0
407,0.0,1.0,1.0,0.0
408,2.0,0.0,0.0,0.0
409,0.0,0.0,2.0,0.0
410,0.0,5.0,2.0,1.0
411,6.0,7.0,0.0,2.0
412,3.0,0.0,2.0,5.0
413,0.0,0.0,0.0,1.0
414,0.0,2.0,5.0,2.0
415,0.0,3.0,4.0,0.0
416,4.0,1.0,1.0,2.0
417,0.0,2.0,1.0,0.0
418,2.0,0.0,1.0,8.0
419,2.0,0.0,0.0,2.0
420,0.0,4.0,2.0,0.0
421,0.0,3.0,2.0,2.0
422,8.0,5.0,3.0,4.0
423,3.0,5.0,0.0,0.0
424,0.0,8.0,6.0,0.0
425,4.0,4.0,0.0,0.0
426,0.0,0.0,3.0,1.0
427,1.0,0.0,0.0,6.0
428,3.0,5.0,4.0,2.0
429,0.0,0.0,2.0,1.0
430,0.0,0.0,2.0,3.0
431,7.0,0.0,1.0,6.0
432,2.0,2.0,7.0,2.0
433,3.0,4.0,1.0,0.0
434,2.0,1.0,0.0,4.0
435,0.0,0.0,2.0,1.0
436,5.0,3.0,0.0,2.0
437,3.0,3.0,0.0,3.0
438,1.0,0.0,0.0,1.0
439,2.0,0.0,4.0,3.0
440,0.0,0.0,0.0,3.0
441,4.0,2.0,5.0,4.0
442,3.0,0.0,0.0,0.0
443,0.0,0.0,1.0,5.0
444,0.0,3.0,0.0,1.0
445,5.0,0.0,3.0,2.0
446,2.0,9.0,3.0,0.0
447,4.0,0.0,3.0,0.0
448,0.0,1.0,1.0,1.0
449,3.0,5.0,0.0,3.0
450,1.0,0.0,0.0,0.0
451,2.0,0.0,4.0,0.0
452,2.0,1.0,0.0,5.0
453,2.0,2.0,0.0,0.0
454,0.0,0.0,0.0,4.0
455,1.0,0.0,1.0,4.0
456,0.0,2.0,0.0,0.0
457,0.0,1.0,0.0,0.0
458,3.0,7.0,0.0,0.0
459,0.0,0.0,1.0,3.0
460,0.0,0.0,0.0,0.0
461,0.0,2.0,3.0,0.0
462,4.0,1.0,0.0,2.0
463,1.0,1.0,0.0,3.0
464,0.0,3.0,0.0,4.0
465,5.0,3.0,3.0,2.0
466,1.0,0.0,1.0,0.0
467,2.0,0.0,3.0,0.0
468,0.0,0.0,0.0,1.0
469,6.0,0.0,2.0,2.0
470,4.0,0.0,2.0,1.0
471,1.0,1.0,0.0,3.0
472,1.0,0.0,0.0,3.0
473,0.0,2.0,2.0,6.0
474,4.0,4.0,0.0,3.0
475,4.0,0.0,1.0,2.0
476,9.0,4.0,0.0,2.0
477,0.0,7.0,3.0,2.0
478,2.0,1.0,2.0,0.0
479,0.0,5.0,1.0,1.0
480,3.0,1.0,1.0,2.0
481,0.0,2.0,0.0,3.0
482,0.0,4.0,3.0,0.0
483,2.0,4.0,8.0,1.0
484,0.0,0.0,0.0,7.0
485,3.0,5.0,2.0,0.0
486,0.0,3.0,5.0,1.0
487,1.0,0.0,3.0,0.0
488,0.0,4.0,0.0,8.0
489,0.0,4.0,5.0,0.0
490,3.0,2.0,0.0,2.0
491,1.0,2.0,0.0,3.0
492,3.0,0.0,4.0,0.0
493,5.0,3.0,4.0,0.0
494,0.0,0.0,0.0,3.0
495,1.0,0.0,5.0,6.0
496,0.0,0.0,0.0,4.0
497,3.0,1.0,6.0,4.0
498,0.0,1.0,2.0,1.0
499,0.0,2.0,4.0,0.0
500,0.0,3.0,0.0,1.0
501,0.0,0.0,2.0,0.0
502,0.0,2.0,1.0,2.0
503,7.0,2.0,5.0,3.0
504,2.0,0.0,1.0,2.0
505,0.0,2.0,4.0,2.0
506,1.0,0.0,0.0,1.0
507,8.0,0.0,1.0,0.0
508,1.0,2.0,5.0,0.0
509,0.0,4.0,1.0,4.0
510,2.0,1.0,0.0,0.0
511,1.0,0.0,5.0,3.0
512,6.0,2.0,0.0,5.0
513,1.0,1.0,1.0,0.0
514,4.0,0.0,6.0,0.0
515,4.0,4.0,0.0,1.0
516,4.0,4.0,0.0,0.0
517,2.0,0.0,0.0,0.0
518,2.0,1.0,3.0,2.0
519,0.0,4.0,0.0,0.0
520,6.0,1.0,5.0,8.0
521,4.0,0.0,7.0,0.0
522,0.0,1.0,4.0,1.0
523,4.0,8.0,1.0,5.0
524,3.0,3.0,4.0,2.0
525,4.0,1.0,3.0,0.0
526,2.0,6.0,2.0,0.0
527,4.0,5.0,2.0,0.0
528,3.0,2.0,1.0,2.0
529,0.0,1.0,4.0,8.0
530,6.0,0.0,5.0,4.0
531,0.0,6.0,7.0,0.0
532,0.0,2.0,0.0,0.0
533,0.0,8.0,1.0,2.0
534,0.0,3.0,3.0,0.0
535,3.0,0.0,0.0,2.0
536,1.0,0.0,0.0,0.0
537,5.0,0.0,2.0,4.0
538,8.0,1.0,3.0,3.0
539,1.0,0.0,4.0,0.0
540,0.0,1.0,2.0,3.0
541,3.0,0.0,0.0,0.0
542,4.0,1.0,0.0,6.0
543,1.0,4.0,3.0,3.0
544,0.0,2.0,1.0,0.0
545,0.0,0.0,0.0,0.0
546,6.0,4.0,2.0,2.0
547,1.0,2.0,4.0,2.0
548,0.0,0.0,0.0,4.0
549,0.0,0.0,1.0,0.0
550,1.0,0.0,5.0,0.0
551,1.0,3.0,1.0,5.0
552,0.0,0.0,2.0,1.0
553,0.0,2.0,2.0,0.0
554,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,3.0
556,5.0,4.0,1.0,0.0
557,6.0,0.0,0.0,0.0
558,3.0,0.0,0.0,3.0
559,3.0,5.0,2.0,0.0
560,1.0,2.0,0.0,1.0
561,0.0,0.0,1.0,3.0
562,3.0,0.0,7.0,2.0
563,8.0,1.0,0.0,4.0
564,0.0,0.0,3.0,0.0
565,2.0,2.0,1.0,0.0
566,1.0,1.0,3.0,1.0
567,0.0,4.0,2.0,0.0
568,0.0,7.0,3.0,0.0
569,0.0,0.0,0.0,2.0
570,2.0,3.0,4.0,0.0
571,1.0,2.0,1.0,5.0
572,1.0,1.0,3.0,7.0
573,0.0,0.0,2.0,1.0
574,3.0,5.0,0.0,7.0
575,3.0,0.0,1.0,2.0
576,2.0,4.0,4.0,0.0
577,3.0,4.0,3.0,8.0
578,0.0,3.0,0.0,3.0
579,0.0,0.0,7.0,1.0
580,4.0,1.0,1.0,0.0
581,4.0,0.0,0.0,4.0
582,1.0,0.0,0.0,4.0
583,8.0,7.0,3.0,0.0
584,0.0,1.0,0.0,5.0
585,1.0,5.0,0.0,4.0
586,0.0,0.0,3.0,0.0
587,3.0,3.0,0.0,3.0
588,0.0,4.0,0.0,3.0
589,0.0,4.0,2.0,7.0
590,0.0,4.0,5.0,1.0
591,0.0,3.0,5.0,0.0
592,0.0,2.0,0.0,1.0
593,3.0,4.0,1.0,4.0
594,0.0,0.0,0.0,2.0
595,4.0,0.0,4.0,1.0
596,3.0,1.0,1.0,3.0
597,2.0,3.0,3.0,2.0
598,4.0,0.0,0.0,0.0
599,0.0,0.0,3.0,4.0
600,2.0,0.0,3.0,0.0
601,2.0,4.0,6.0,3.0
602,8.0,0.0,3.0,1.0
603,0.0,0.0,0.0,0.0
604,0.0,0.0,1.0,1.0
605,0.0,3.0,1.0,1.0
606,5.0,2.0,4.0,0.0
607,2.0,0.0,2.0,5.0
608,1.0,0.0,2.0,0.0
609,7.0,3.0,1.0,3.0
610,2.0,5.0,7.0,0.0
611,2.0,3.0,0.0,1.0
612,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,2.0
614,7.0,1.0,3.0,1.0
615,0.0,2.0,0.0,0.0
616,5.0,0.0,0.0,5.0
617,3.0,1.0,5.0,3.0
618,1.0,1.0,5.0,6.0
619,0.0,9.0,3.0,2.0
620,1.0,0.0,1.0,1.0
621,1.0,0.0,2.0,2.0
622,4.0,1.0,0.0,2.0
623,1.0,5.0,3.0,4.0
624,3.0,2.0,0.0,0.0
625,0.0,8.0,0.0,0.0
626,2.0,0.0,1.0,0.0
627,5.0,2.0,0.0,4.0
628,4.0,0.0,4.0,2.0
629,0.0,2.0,1.0,3.0
630,3.0,2.0,0.0,3.0
631,3.0,0.0,0.0,1.0
632,4.0,2.0,0.0,0.0
633,1.0,2.0,0.0,2.0
634,1.0,0.0,0.0,4.0
635,4.0,0.0,0.0,1.0
636,4.0,1.0,2.0,0.0
637,0.0,5.0,0.0,4.0
638,7.0,5.0,1.0,0.0
639,1.0,0.0,0.0,0.0
640,0.0,1.0,4.0,3.0
641,0.0,2.0,2.0,1.0
642,7.0,0.0,2.0,2.0
643,2.0,1.0,1.0,0.0
644,0.0,0.0,8.0,0.0
645,3.0,0.0,0.0,0.0
646,0.0,0.0,0.0,8.0
647,0.0,5.0,3.0,9.0
648,5.0,5.0,6.0,5.0
649,0.0,0.0,2.0,3.0
650,2.0,4.0,7.0,5.0
651,2.0,0.0,0.0,1.0
652,4.0,7.0,1.0,2.0
653,0.0,7.0,3.0,1.0
654,1.0,0.0,8.0,0.0
655,1.0,0.0,2.0,0.0
656,1.0,1.0,0.0,2.0
657,3.0,0.0,0.0,3.0
658,0.0,8.0,0.0,3.0
659,2.0,1.0,4.0,5.0
660,0.0,3.0,0.0,0.0
661,2.0,7.0,1.0,3.0
662,1.0,0.0,5.0,1.0
663,0.0,5.0,0.0,0.0
664,1.0,5.0,1.0,0.0
665,5.0,1.0,0.0,1.0
666,0.0,2.0,0.0,2.0
667,2.0,1.0,3.0,1.0
668,2.0,0.0,1.0,0.0
669,1.0,0.0,0.0,0.0
670,0.0,0.0,3.0,7.0
671,6.0,0.0,7.0,1.0
672,2.0,1.0,5.0,4.0
673,0.0,3.0,3.0,2.0
674,0.0,1.0,0.0,2.0
675,0.0,3.0,0.0,2.0
676,0.0,1.0,0.0,1.0
677,0.0,3.0,0.0,6.0
678,0.0,4.0,0.0,2.0
679,1.0,7.0,0.0,0.0
680,2.0,1.0,0.0,3.0
681,4.0,4.0,4.0,1.0
682,1.0,2.0,1.0,3.0
683,0.0,5.0,0.0,1.0
684,0.0,0.0,1.0,0.0
685,1.0,0.0,2.0,0.0
686,3.0,3.0,5.0,5.0
687,1.0,2.0,0.0,0.0
688,0.0,0.0,3.0,1.0
689,1.0,5.0,0.0,3.0
690,0.0,3.0,0.0,1.0
691,0.0,1.0,3.0,0.0
692,1.0,0.0,3.0,2.0
693,9.0,5.0,1.0,0.0
694,0.0,2.0,1.0,0.0
695,6.0,4.0,4.0,0.0
696,1.0,3.0,0.0,2.0
697,6.0,0.0,0.0,1.0
698,1.0,3.0,0.0,0.0
699,2.0,0.0,4.0,0.0
700,0.0,0.0,2.0,0.0
701,2.0,0.0,8.0,1.0
702,5.0,6.0,2.0,0.0
703,0.0,0.0,3.0,0.0
704,0.0,4.0,3.0,0.0
705,0.0,0.0,0.0,6.0
706,1.0,1.0,0.0,1.0
707,3.0,3.0,0.0,1.0
708,0.0,1.0,5.0,0.0
709,1.0,2.0,0.0,2.0
710,2.0,8.0,4.0,0.0
711,0.0,0.0,0.0,3.0
712,1.0,0.0,0.0,5.0
713,3.0,3.0,3.0,0.0
714,0.0,5.0,2.0,0.0
715,4.0,2.0,3.0,1.0
716,1.0,0.0,0.0,0.0
717,0.0,9.0,1.0,1.0
718,4.0,8.0,2.0,1.0
719,2.0,0.0,1.0,6.0
720,3.0,5.0,0.0,0.0
721,0.0,2.0,0.0,3.0
722,1.0,0.0,4.0,0.0
723,1.0,0.0,0.0,7.0
724,0.0,7.0,0.0,3.0
725,3.0,0.0,1.0,0.0
726,8.0,3.0,0.0,5.0
727,2.0,3.0,0.0,0.0
728,2.0,2.0,0.0,1.0
729,1.0,6.0,3.0,1.0
730,0.0,2.0,0.0,4.0
731,0.0,3.0,2.0,0.0
732,0.0,4.0,8.0,6.0
733,3.0,3.0,2.0,2.0
734,7.0,3.0,1.0,0.0
735,0.0,0.0,3.0,4.0
736,2.0,0.0,2.0,0.0
737,4.0,0.0,1.0,1.0
738,2.0,0.0,0.0,0.0
739,1.0,1.0,4.0,9.0
740,0.0,0.0,4.0,2.0
741,3.0,1.0,0.0,2.0
742,4.0,4.0,2.0,0.0
743,2.0,0.0,0.0,4.0
744,5.0,6.0,2.0,2.0
745,0.0,4.0,0.0,3.0
746,0.0,4.0,2.0,3.0
747,0.0,9.0,0.0,3.0
748,1.0,2.0,2.0,0.0
749,2.0,0.0,0.0,1.0
750,8.0,0.0,0.0,4.0
751,1.0,0.0,3.0,1.0
752,0.0,3.0,0.0,0.0
753,4.0,4.0,0.0,0.0
754,1.0,0.0,1.0,0.0
755,0.0,1.0,3.0,0.0
756,5.0,5.0,0.0,0.0
757,0.0,5.0,2.0,1.0
758,1.0,3.0,0.0,3.0
759,0.0,3.0,3.0,3.0
760,0.0,6.0,0.0,7.0
761,4.0,0.0,7.0,0.0
762,1.0,0.0,0.0,4.0
763,5.0,1.0,0.0,0.0
764,0.0,3.0,0.0,2.0
765,0.0,0.0,0.0,2.0
766,7.0,4.0,4.0,2.0
767,5.0,1.0,0.0,0.0
768,1.0,7.0,5.0,0.0
769,2.0,0.0,0.0,2.0
770,0.0,2.0,0.0,0.0
771,1.0,0.0,3.0,1.0
772,4.0,0.0,3.0,2.0
773,2.0,3.0,0.0,0.0
774,5.0,2.0,5.0,1.0
775,0.0,4.0,0.0,0.0
