,0,1,2,3,4,5
13926-st_paul.jpg,8.750683,-8.631153,29.830366,3.4598603,-3.8733156,-24.62579
02526-9basket1.jpg,16.424435,-15.688409,45.191273,4.9254556,-6.072315,-37.26387
36824-portpole.jpg,15.227755,-14.848043,42.719227,4.664458,-5.484219,-35.153606
32358-rossau1.jpg,10.336808,-9.75185,32.341877,3.7425952,-4.074845,-26.693056
14743-stillif2.jpg,9.03667,-8.67096,29.417906,3.5854056,-3.5043423,-24.321129
14882-landscap.jpg,14.646207,-14.210017,41.604595,4.4150434,-5.406757,-34.17369
04814-virsaint.jpg,16.910986,-16.336275,44.686604,4.8866153,-6.074476,-36.95843
06661-peasant.jpg,16.196756,-15.641829,44.32342,4.939735,-5.806618,-36.60417
35250-2young_m.jpg,12.51612,-12.183044,36.817226,4.2281947,-4.5103064,-30.604841
21199-deathnio.jpg,17.761307,-17.061708,46.8736,5.2333875,-6.1901336,-38.794876
29759-stillute.jpg,17.053928,-16.225355,46.470455,5.1862073,-6.118587,-38.404785
04917-madamax.jpg,11.4292145,-11.020683,35.844967,4.141611,-4.670162,-29.67359
28872-09moriso.jpg,12.373345,-11.909228,36.715538,4.439615,-4.744744,-30.470402
26360-writing1.jpg,10.210701,-9.791933,32.70471,3.9385145,-4.268201,-26.919386
28496-early05.jpg,14.955364,-14.278224,41.25044,4.481134,-5.3300624,-34.07702
39395-3flight.jpg,16.726994,-16.11074,44.98963,5.088039,-5.741463,-37.434578
30846-trinity.jpg,12.379345,-11.960186,35.957928,4.0524735,-4.697684,-29.709154
23352-13goldsm.jpg,6.008446,-5.727581,23.038578,2.692388,-2.7178624,-18.692945
03518-selfport.jpg,15.396835,-14.831979,42.135685,4.703119,-5.700438,-34.767365
39948-2oldtesx.jpg,11.955694,-11.423086,35.500706,3.7528512,-4.9384093,-29.188683
29855-haneton1.jpg,14.705669,-14.28941,41.352066,4.5880895,-5.214218,-34.197514
16623-4vault.jpg,18.791706,-18.130919,49.00823,5.4659266,-6.4034,-40.63427
41359-05sancta.jpg,13.269653,-12.679564,38.06593,4.4412932,-4.739024,-31.748264
38389-removal.jpg,15.230015,-14.760614,42.080757,4.6296515,-5.6372952,-34.72571
03626-pigot.jpg,13.5418625,-13.213858,39.724308,4.4313364,-5.0309353,-32.99044
30954-alcestis.jpg,14.840542,-14.358744,41.867603,4.6488776,-5.576196,-34.478848
32574-01mother.jpg,16.898262,-16.337498,45.616306,4.9963098,-6.0945215,-37.666786
03902-183madon.jpg,13.286337,-12.545404,38.019623,4.2433815,-4.852404,-31.414492
02479-1family.jpg,13.9295025,-13.309357,38.691196,4.4104033,-4.8792033,-32.162502
41879-vendra02.jpg,13.29257,-12.722069,38.19014,4.0954156,-5.197143,-30.936733
21137-selfporrt.jpg,10.801865,-10.356222,32.311512,3.6762507,-4.29579,-26.814737
30055-2father3.jpg,10.337747,-9.933906,32.015625,3.8775005,-4.1411223,-26.658909
28791-eccehomo.jpg,16.44746,-15.83221,45.079227,5.0048394,-5.831387,-37.155823
40155-susanna.jpg,12.315969,-11.896002,36.618057,4.2176003,-4.6314797,-30.35848
23056-3m_latte.jpg,14.506176,-14.088885,41.39965,4.769272,-5.400353,-34.37571
41177-zchrist.jpg,16.146788,-15.605602,44.200634,4.8944016,-5.7260075,-36.51017
40035-cabare01.jpg,14.61101,-14.20886,41.318775,4.538576,-5.067227,-34.200447
07779-80martyr.jpg,15.694801,-15.1157675,43.215626,4.7447524,-5.7034025,-35.676785
06088-two_inte.jpg,13.742283,-13.203432,39.169353,4.454559,-5.004531,-32.337074
21143-viewlake.jpg,4.5335608,-4.7269864,17.477966,2.535268,-1.3902305,-14.773314
23910-study.jpg,10.878042,-10.440046,32.838047,3.8547747,-4.355312,-27.277052
01131-madonna.jpg,13.310287,-12.620058,38.779137,4.515672,-4.9689984,-32.040024
16655-predel3.jpg,11.883009,-11.615668,36.796993,4.063067,-4.7189555,-30.126057
13915-company.jpg,16.038746,-15.401266,44.24067,4.6827416,-5.7960773,-36.36651
07593-55flagel.jpg,3.8752792,-3.5858293,18.224463,2.216055,-2.378618,-14.872729
16060-03paul.jpg,18.136003,-17.546534,47.790302,5.271021,-6.384794,-39.63875
03490-s_venera.jpg,12.68106,-12.316628,36.94524,4.1588907,-4.885597,-30.265398
15649-suardo.jpg,10.885001,-10.616461,33.97063,4.0063734,-4.6571107,-27.884058
31812-barn.jpg,13.501531,-13.105747,39.645535,4.5338016,-4.9164615,-32.8891
22263-y_flute.jpg,11.788263,-11.423579,35.180195,4.0733314,-4.4625535,-29.00161
08601-portgent.jpg,10.60669,-10.392012,33.219593,3.8316405,-4.11883,-27.355852
19256-portdunk.jpg,14.378387,-13.987328,40.729427,4.5501695,-5.403898,-33.718384
15941-threephi.jpg,14.57535,-14.260635,41.84718,4.672998,-5.3645797,-34.696373
23623-monks2.jpg,6.443817,-6.0979314,23.495148,2.6464357,-2.8383007,-18.989254
07133-marymart.jpg,13.15686,-12.708176,37.996014,4.2828975,-4.9194365,-31.463001
00872-1scenes.jpg,8.534536,-8.562047,31.731478,3.8098114,-3.9932134,-26.024376
34035-2renoi16.jpg,16.191015,-15.44551,44.786156,4.8666415,-5.759664,-37.20263
04558-viewtivo.jpg,15.035428,-14.522643,42.211178,4.7894483,-5.4654865,-34.980095
10224-5graces.jpg,9.417276,-9.050801,29.040306,3.327415,-3.7954624,-24.085348
04742-expulsio.jpg,14.167583,-13.567117,39.520954,4.417471,-5.1211677,-32.722565
39717-1dana_pr.jpg,10.968004,-10.595226,33.168148,3.6636238,-4.301109,-27.242147
37307-foglian2.jpg,13.429344,-12.829702,38.76627,4.3543096,-4.9537234,-32.132015
39676-01jerome.jpg,12.9142475,-12.547167,37.41962,4.0893974,-4.768258,-30.922365
44582-1centra2.jpg,18.345781,-17.61555,47.288692,5.2498326,-6.2720466,-39.182594
19726-elizabe.jpg,14.509335,-14.050602,40.832645,4.6135497,-5.2358446,-33.73163
20114-46hoocl.jpg,12.143146,-11.830879,36.941837,4.0563955,-4.545602,-30.465717
20111-45hooch.jpg,12.585318,-12.336832,37.048088,4.281038,-4.6932397,-30.643415
29901-stillife.jpg,8.80473,-8.770108,30.004423,3.4986167,-3.6351147,-24.658682
19443-still_lo.jpg,11.819231,-11.306751,35.004906,3.9254405,-4.6586003,-28.730608
36589-salver1.jpg,11.488655,-11.140603,34.03684,3.8443365,-4.496132,-27.858355
23813-5dejeun1.jpg,13.261677,-12.731005,39.30976,4.323379,-5.03694,-32.10666
25946-triumpha.jpg,11.617246,-11.429129,36.337738,4.126998,-4.487936,-29.914053
09586-duomo.jpg,19.301474,-18.502354,49.741386,5.498095,-6.6277866,-41.296394
35497-282mytho.jpg,13.59706,-13.250732,38.297123,4.340548,-4.9700017,-31.547623
39885-market2.jpg,15.050001,-14.521724,41.54482,4.6658545,-5.5177526,-34.344933
32154-guardroo.jpg,16.760948,-16.109228,45.136425,4.9443383,-5.758389,-37.295753
38787-zrinyi.jpg,16.020662,-15.484909,43.55012,4.82019,-5.74159,-36.016914
41463-judith.jpg,13.720684,-13.312613,38.48698,4.418347,-5.0565734,-31.850563
25921-general.jpg,15.025921,-14.440032,41.027813,4.591664,-5.369879,-33.989563
08158-martyrdo.jpg,16.326832,-15.82376,44.723415,4.951731,-5.776274,-36.937187
39249-05assum.jpg,14.652745,-14.243307,42.062595,4.4869943,-5.3369346,-34.60589
28502-early11.jpg,11.677383,-11.233586,34.85626,3.8707876,-4.426342,-28.837885
40233-saints_1.jpg,-0.100235604,0.157803,5.845595,0.311352,-0.6700695,-4.131003
06327-13winter.jpg,10.041469,-9.619245,31.786001,3.6405854,-4.1451445,-26.089859
36031-assumpti.jpg,14.428194,-13.87735,40.296314,4.4269114,-5.34207,-33.22408
41911-varbirds.jpg,14.5348,-14.068384,41.52673,4.585503,-5.334517,-34.21863
06097-madchild.jpg,13.202838,-12.713636,38.186466,4.3506827,-4.9544387,-31.51751
09774-parable.jpg,14.935848,-14.284463,40.988987,4.5322328,-5.4550943,-33.821426
05001-horsefai.jpg,12.893694,-12.392347,37.18516,4.0913167,-4.82229,-30.419186
24754-madonna.jpg,16.006292,-15.6063,43.90713,4.872106,-5.6057653,-36.26557
32757-02madonn.jpg,14.7565,-14.207654,41.49107,4.6170287,-5.3796034,-34.2278
28931-quaiaugu.jpg,10.301305,-9.935652,31.307766,3.4189079,-4.153642,-25.553911
42448-christop.jpg,6.422965,-5.9495273,22.923824,2.6095662,-2.908201,-18.674686
14655-05baronc.jpg,18.237465,-17.552776,48.12424,5.246467,-6.353006,-39.879356
15622-cappella.jpg,17.317516,-16.775858,45.997135,4.953332,-6.0758395,-37.933014
06238-3tondo3.jpg,16.869389,-16.34746,45.57413,5.061835,-5.9230824,-37.946724
24349-forestfl.jpg,11.129772,-10.684092,34.1827,3.8540082,-4.2189765,-28.147417
08904-cruci_sc.jpg,16.365606,-15.760037,44.164837,4.699265,-5.801327,-36.290707
03966-bello106.jpg,16.388735,-15.929249,44.259277,4.8048463,-5.8097234,-36.487022
43899-shepherd.jpg,17.363436,-16.6508,45.518726,4.8773394,-6.080668,-37.69934
03003-adoratio.jpg,13.814274,-13.23798,38.55826,4.2565827,-4.9571233,-31.859606
44452-cavalry.jpg,14.368313,-13.73584,39.94002,4.458526,-5.1756654,-32.948036
25227-stjerome.jpg,14.791513,-14.339512,42.8538,5.028682,-5.5078664,-35.25158
37989-coronati.jpg,15.80134,-15.1735325,42.85122,4.6223364,-5.6399746,-35.36596
37091-lamenta.jpg,13.692062,-13.210047,39.96112,4.3888564,-5.0893564,-32.834633
31785-crucifix.jpg,12.849277,-12.462902,37.2842,4.2271714,-4.7638545,-30.795885
26253-selfport.jpg,7.0619087,-6.73197,24.08359,2.7404273,-2.9939325,-19.615643
18106-2tosse3.jpg,17.282558,-16.673054,45.843105,5.031697,-6.1267495,-37.992874
16449-franc2.jpg,8.473415,-8.122383,29.655876,3.7179785,-3.519711,-24.58399
21373-rinaldo.jpg,14.403194,-13.985352,42.389824,4.7965374,-5.5942454,-34.860626
19455-festoon2.jpg,18.501091,-17.80132,48.45235,5.2325706,-6.2860227,-40.082634
24906-francis1.jpg,13.784302,-13.360305,39.31737,4.448399,-5.136452,-32.64192
10078-06altar.jpg,8.033745,-7.852025,28.073162,3.1548612,-3.7526515,-22.83967
26040-13john4.jpg,9.472828,-8.90144,31.91758,3.6838465,-4.08958,-25.954514
29595-panel3.jpg,14.851208,-14.227268,41.02304,4.6033735,-5.457978,-33.913708
14471-403fried.jpg,7.696164,-7.567952,28.117216,3.279543,-3.4729724,-22.731491
09805-venus.jpg,17.299156,-16.74786,46.103115,5.013267,-6.1108336,-38.099644
38885-main02.jpg,11.361053,-11.006086,36.209232,4.1745825,-4.7964,-29.753414
22475-03adora.jpg,16.277855,-15.844751,45.080536,4.901385,-5.721623,-37.432316
38045-prince.jpg,12.777069,-12.329024,37.03404,4.140243,-4.8629146,-30.475382
29179-3carry.jpg,10.114027,-9.478522,31.111874,3.8144639,-4.128385,-25.665098
17449-miracle.jpg,15.12672,-14.607699,41.830498,4.6212296,-5.4096904,-34.541508
29753-mcompany.jpg,17.071716,-16.38379,45.969875,5.0282197,-6.072716,-38.112957
42782-1ceilin3.jpg,15.177149,-14.656628,42.76351,4.835501,-5.422414,-35.459114
43484-galette.jpg,14.15906,-13.69891,39.48215,4.326339,-5.067245,-32.499275
17923-valkhof.jpg,17.199059,-16.566267,46.131897,5.005099,-6.1301446,-38.142216
20152-interior.jpg,11.356718,-10.977723,33.750507,3.8767009,-4.28254,-27.98216
14356-dealer.jpg,11.744419,-11.323524,36.798973,4.545454,-4.476948,-30.665209
15502-5confir.jpg,12.696326,-12.18496,37.27925,4.116686,-4.806472,-30.67771
15900-01youngm.jpg,11.836697,-11.696963,36.165844,3.8821251,-4.7012844,-29.573698
22422-5altar2.jpg,14.59375,-14.002844,40.14845,4.5361457,-5.2356935,-33.232456
37135-81flagel.jpg,12.390568,-11.807734,36.394344,4.1614532,-4.783124,-29.994225
03984-bello212.jpg,17.31208,-16.856897,46.357197,5.0851574,-5.947698,-38.181828
43662-landsfig.jpg,12.797459,-12.437268,36.847157,4.1711087,-4.8237205,-30.411413
06586-wooded.jpg,14.049369,-13.675099,40.479458,4.3899736,-5.3919535,-33.137733
03391-3women.jpg,17.364746,-16.778894,46.55338,5.108468,-6.287498,-38.478058
11935-iii_bela.jpg,13.697824,-13.189909,39.260715,4.409491,-5.195561,-32.45426
21940-4ermine.jpg,16.410189,-15.848357,44.01354,4.854198,-5.7189283,-36.477005
44467-woodland.jpg,13.992477,-13.431908,39.734867,4.35649,-5.142606,-32.83546
37787-1south1.jpg,16.195322,-15.618732,43.75091,4.8602424,-5.6092267,-36.178432
12211-pre_f_3x.jpg,9.607105,-9.183142,30.584965,3.4371445,-4.3507195,-24.93204
01101-man_port.jpg,12.936413,-12.473211,37.487873,3.9769197,-4.99779,-30.747156
19675-palatial.jpg,16.381498,-15.850961,43.68104,4.939354,-5.899646,-36.29339
24960-cassone1.jpg,14.288656,-13.605528,40.009357,4.5171037,-5.051805,-33.223885
34121-pentecos.jpg,15.939656,-15.418556,43.89955,4.834761,-5.738621,-36.326065
12309-51franci.jpg,10.873759,-10.472693,33.07111,3.8119643,-4.0206594,-27.283026
29306-314muril.jpg,12.275768,-11.967712,36.049496,4.103805,-4.8497086,-29.644678
07734-portrait.jpg,9.2148285,-8.791014,28.522415,3.1427572,-3.66016,-23.336714
14910-early12.jpg,10.209148,-9.7929325,32.762226,3.898229,-4.3547034,-26.993742
15240-8patrie.jpg,18.633152,-17.987707,48.655994,5.291034,-6.464189,-40.345078
20412-1warlord.jpg,15.102728,-14.530418,41.641148,4.6027856,-5.324657,-34.510323
21129-extensiv.jpg,12.433561,-12.034853,35.606945,3.8928566,-4.5182047,-29.174225
09627-nativity.jpg,11.440525,-11.114086,34.38877,3.896313,-4.5935903,-28.367544
07995-dream1.jpg,8.449841,-8.142983,29.40406,3.4176419,-3.5144367,-24.400732
08744-italian1.jpg,9.491671,-9.378681,31.433857,3.5394053,-3.980183,-25.809221
09512-judparis.jpg,14.014116,-13.346995,39.06995,4.1998777,-5.00534,-32.259697
19778-archduke.jpg,12.210535,-11.692994,36.427067,4.12338,-4.7437882,-30.004868
22815-miracle.jpg,13.0686455,-12.709585,38.150173,4.261792,-4.8790665,-31.474174
36580-gericaul.jpg,14.633697,-14.259725,41.239193,4.6624455,-5.351523,-34.119053
23634-virgin_c.jpg,7.99183,-7.74404,27.340471,3.294945,-3.3602722,-22.666498
38663-portrai1.jpg,11.8051815,-11.4067135,34.049175,3.8024447,-4.480091,-28.046293
27176-03girls.jpg,16.462234,-16.11194,45.1981,4.9643836,-5.9665465,-37.30094
39274-1lamenta.jpg,13.507118,-12.877181,39.54118,4.507828,-4.8320117,-32.72686
05240-12ecentr.jpg,16.00091,-15.562487,44.156925,4.8451905,-5.692348,-36.718216
20531-predel4.jpg,15.630154,-14.959564,42.906284,4.857061,-5.5352664,-35.69805
05255-11shipfo.jpg,13.778456,-13.292585,38.81558,4.2170405,-5.0014434,-32.00728
31057-1miser04.jpg,16.109028,-15.668594,44.300343,4.853087,-5.862415,-36.590805
00846-20_cruci.jpg,-0.100235604,0.157803,5.845595,0.311352,-0.6700695,-4.131003
15843-lazarus.jpg,15.324862,-14.673298,41.857037,4.624547,-5.512253,-34.60841
06907-merry_co.jpg,17.078077,-16.53393,46.603535,5.1278934,-6.1871424,-38.42747
16820-1troia4.jpg,14.402588,-13.891346,40.478886,4.6420636,-5.2365355,-33.43611
25268-giese1.jpg,12.888912,-12.489394,37.873165,4.2222905,-4.870549,-31.14977
14167-023love.jpg,10.81662,-10.553872,35.20728,3.8895557,-4.668871,-28.659203
18996-holy_fam.jpg,13.74925,-13.240061,38.887787,4.3898335,-4.8601108,-32.26483
06033-wing1.jpg,14.41486,-13.975789,40.87366,4.832488,-5.259316,-33.9085
06454-01adorat.jpg,13.411918,-13.103613,39.533688,4.603728,-4.958201,-32.67425
17167-portra19.jpg,7.9234786,-7.850755,28.721725,3.1546526,-3.3056152,-23.358644
30309-interio2.jpg,14.096188,-13.691166,39.74286,4.336265,-5.280755,-32.81349
42649-351seat.jpg,15.914389,-15.262787,43.48862,4.9281354,-5.9352827,-35.89
02775-basketfr.jpg,11.531271,-11.085846,35.532337,4.222266,-4.5808654,-29.442911
20090-17hooch.jpg,18.030027,-17.385042,47.320095,5.1820197,-6.140989,-39.20569
06161-04brocky.jpg,12.763984,-12.194773,36.85893,4.179296,-4.7410965,-30.525389
29191-01munkac.jpg,7.229925,-7.100384,26.326294,2.8657513,-3.3360345,-21.192114
35714-marsh.jpg,12.688334,-12.398957,37.320896,4.3923974,-4.6302657,-30.876396
44530-federi08.jpg,15.723139,-15.322153,43.196873,4.5952344,-5.4886665,-35.561535
17796-701goya.jpg,14.986368,-14.51343,41.670742,4.495666,-5.4477987,-34.23143
24371-macphers.jpg,5.160312,-5.0669255,19.974092,2.7508688,-2.2205055,-16.720495
05904-mayqueen.jpg,16.022839,-15.404113,44.582073,4.8006244,-5.7355967,-36.61582
29414-greville.jpg,15.520815,-15.017573,42.863308,4.7638593,-5.5341887,-35.492752
37844-virgin_c.jpg,11.86305,-11.607035,34.97201,3.9492493,-4.568693,-28.8965
14611-portrait.jpg,15.210443,-14.617192,41.696987,4.673823,-5.413729,-34.61473
30222-4ducale31.jpg,15.031889,-14.491544,41.41447,4.517433,-5.458554,-34.161194
19761-watemil2.jpg,5.866828,-5.589854,22.832045,3.0599508,-2.5621724,-18.813398
03388-stilmus1.jpg,11.831278,-11.366951,34.305008,3.771069,-4.5791926,-28.307646
36907-02serov.jpg,13.502395,-12.936926,38.69587,4.4034038,-4.942183,-31.943655
26263-02menzel.jpg,4.5503473,-4.37908,20.183504,2.5546932,-2.439298,-16.590555
44357-founderi.jpg,8.495461,-8.174878,28.423244,3.4585426,-3.7961175,-23.431082
38359-vittori2.jpg,4.9407053,-5.1621504,21.680134,2.4788752,-2.354955,-17.766888
03043-08nativi.jpg,7.8465476,-7.7692304,28.23784,3.3073287,-3.7136226,-23.17385
11668-0view1.jpg,15.397557,-14.975601,43.244053,4.6750655,-5.542776,-35.813538
17269-auvers29.jpg,8.280119,-7.7498155,27.173916,3.417449,-2.9666097,-22.450071
22463-chocolat.jpg,13.455782,-12.833971,38.097317,4.28597,-5.0294814,-31.297464
38246-stillif.jpg,12.355699,-11.853012,36.40066,3.9305284,-4.7335486,-29.870428
18081-1monica.jpg,17.03349,-16.50088,45.49084,5.206983,-5.9105096,-37.905792
10672-crucifi.jpg,16.658976,-16.051338,44.48277,5.080629,-5.7935653,-36.914604
14056-y_cicero.jpg,16.092312,-15.576133,44.51804,4.713717,-5.8152037,-36.749855
34403-p_bossu.jpg,13.245935,-12.805931,38.331642,4.1495147,-4.8092294,-31.624388
10405-12sorrow.jpg,9.171387,-8.7999935,28.587439,3.5509639,-3.5686016,-23.604034
38565-gallery2.jpg,13.536622,-13.070841,38.281425,4.4297795,-5.078136,-31.643534
15503-5confir0.jpg,14.24262,-13.970637,40.695675,4.444692,-5.1005034,-33.6221
14008-youth.jpg,16.724678,-16.028753,45.43389,4.986774,-6.001059,-37.621822
14462-308fried.jpg,14.214668,-13.808549,40.86307,4.4246335,-5.596007,-33.554802
07011-martyrdo.jpg,16.573133,-16.008308,44.344593,4.9477544,-5.9402976,-36.681152
28871-08moriso.jpg,9.593847,-9.379691,31.502344,3.866577,-3.8591363,-26.086786
20038-02libera.jpg,16.588577,-16.118473,45.91757,5.0582643,-5.9867363,-37.951912
15640-gentlema.jpg,12.774575,-12.321384,36.482807,4.033832,-4.6920013,-30.000002
34019-1renoi20.jpg,11.143059,-10.838076,34.79601,3.8816469,-4.4219413,-28.582674
38294-families.jpg,14.0836735,-13.626837,40.209923,4.5036597,-5.313911,-33.216557
11653-4embrasu.jpg,14.041607,-13.49206,39.947186,4.5845275,-5.0819693,-33.131874
08801-isabel.jpg,14.81995,-14.211834,40.803925,4.641587,-5.388307,-33.886154
43533-girl_10.jpg,15.96044,-15.324354,42.630505,4.633834,-5.592444,-35.200172
08722-andromed.jpg,14.665983,-14.099158,41.196896,4.4316325,-5.307444,-33.914215
22167-bathers.jpg,10.158736,-9.776274,31.249794,3.4417148,-4.1273313,-25.567453
00096-stilfrui.jpg,14.578682,-13.919302,39.302128,4.298698,-5.0960975,-32.535114
08320-xpanel3.jpg,16.240383,-15.745305,44.956272,4.8884683,-5.9885836,-37.05836
30908-griseld2.jpg,16.108242,-15.517443,43.35117,4.7724643,-5.7822056,-35.768032
17440-loge.jpg,17.422974,-16.912224,46.387264,5.124801,-6.2386727,-38.40391
09368-haywain.jpg,10.575432,-10.119448,31.632862,3.834476,-3.631914,-26.736
05081-portgent.jpg,14.634539,-14.406874,42.190918,4.556417,-5.310756,-34.763004
20510-1c2_up2.jpg,17.773195,-17.200302,47.28916,5.0421696,-6.2702527,-38.948524
00367-2landsca.jpg,6.7254143,-6.285027,25.11094,3.08033,-2.910729,-20.711828
09541-humbert.jpg,13.971403,-13.492191,39.59679,4.31144,-5.217626,-32.66322
22907-gradenig.jpg,13.515563,-13.104104,38.786198,4.212319,-5.034429,-31.927792
00632-charity.jpg,14.395898,-13.971851,41.633892,4.7180533,-5.0856986,-34.466545
19892-92oldman.jpg,5.4662495,-5.8231487,5.578587,1.2164656,-0.43114173,-5.462025
07976-farnes21.jpg,14.196058,-13.771263,40.2792,4.5488977,-5.355396,-33.210815
16825-3cavalli.jpg,14.177492,-13.756162,40.25085,4.490884,-5.203132,-33.489098
13929-velvetca.jpg,11.409985,-10.909521,34.009068,3.9271903,-4.635533,-28.166597
06117-colosseu.jpg,9.879488,-9.511433,31.24518,3.485062,-3.9247239,-25.509794
04118-l_evenix.jpg,14.517266,-14.138752,40.810123,4.541183,-5.3648114,-33.496193
11555-adorati.jpg,9.238396,-8.907679,30.27185,3.6531541,-3.865455,-25.021427
03526-landscap.jpg,14.6273,-14.058246,40.523357,4.7281847,-5.2969794,-33.742764
11083-mosque.jpg,11.425883,-10.970177,33.349102,3.8490071,-4.5889583,-27.488764
00825-panel6.jpg,17.291895,-16.737139,46.11059,5.038594,-6.1035323,-38.197487
13184-dejected.jpg,11.427215,-10.931563,33.786156,3.824971,-4.4977427,-27.91432
06561-guards_f.jpg,14.712519,-14.285458,41.35073,4.4609065,-5.3230605,-34.066513
03754-013pieta.jpg,13.824583,-13.465664,40.94422,4.3410125,-5.2079263,-33.52336
20786-baptism.jpg,15.810733,-15.405371,44.160122,5.0544033,-5.6450524,-36.49069
04163-stillif2.jpg,3.355627,-3.2518942,17.510693,2.1457052,-2.1172912,-14.186746
14375-triumph2.jpg,12.07898,-11.791083,36.987103,3.8947968,-4.6319995,-30.265959
17527-5carryin.jpg,10.091795,-9.762304,32.60545,3.9299288,-3.772,-26.96781
40857-tudor2.jpg,14.444693,-13.869497,39.67248,4.455965,-5.3164363,-32.77431
07659-carlev04.jpg,12.384176,-12.172282,37.621437,4.011661,-4.775171,-30.475502
05828-2erasmu.jpg,14.092073,-13.71366,39.75993,4.8079467,-5.0790496,-33.19365
30760-2selfpo1.jpg,11.995225,-11.5749235,35.529713,3.8690712,-4.5950165,-29.17874
04896-portpetr.jpg,16.13697,-15.637186,44.626553,4.810255,-5.878968,-36.742336
37354-winter06.jpg,4.6656847,-4.508152,19.695526,2.1666665,-2.6147013,-15.853242
19312-oldmodel.jpg,13.555021,-12.976329,39.43079,4.3639445,-5.145413,-32.481377
32546-portrait.jpg,11.442465,-10.865398,32.77731,3.6576817,-4.1386557,-27.011553
04191-madonna.jpg,8.547137,-7.9744077,27.91323,3.1603925,-3.6667755,-22.84725
14982-1paris03.jpg,13.34877,-13.01167,38.19777,4.0955396,-4.914414,-31.41987
16444-franc13.jpg,15.91442,-15.426301,43.29038,4.8861604,-5.7651973,-35.853268
43667-estuary.jpg,5.9561043,-5.73234,23.756058,3.2203255,-2.801193,-20.047411
39040-2homer3.jpg,17.667017,-17.045006,47.19276,5.1198335,-6.327551,-38.910034
